O-WALG/1    220.00,XWA_WA22    220.00
MOLLN/1     220.00,O-PYHRN/1   220.00
MOLLN/1     220.00,O-WEISS/1   220.00
MOLLN/1     220.00,O-ERNST/2   220.00
O-WALLS/1   220.00,O-YBBSF/1   220.00
O-WALLS/1   220.00,O-ERNST/1(2)220.00
O-WERB/1    220.00,XWB_BR23    220.00
O-WERB/1    220.00,XWB_BR24    220.00
O-OSTST11/1 380.00,O-WIEN/1(1) 380.00
O-PYHRN/1   220.00,O-WEISS/1   220.00
O-LIENZ/1   380.00,O-TAUER/1   380.00
O-LIENZ/1   380.00,GREUTH/1    380.00
O-LIENZ/1   380.00,XLI_VO11    380.00
O-9THAU21/1 220.00,O-9STRA21/1 220.00
O-9THAU21/1 220.00,O-9YVIL21-/1220.00
O-9THAU21/1 220.00,O-9YVIL22-/2220.00
O-PONGA/1   380.00,O-KAPRU/1   380.00
O-TAUER/1   380.00,O-KAPRU/1   380.00
O-TAUER/1   380.00,O-WAGEN/1   380.00
O-TAUER/1   380.00,O-UTTEN/1   380.00
O-TAUER/1   380.00,O-ZELL/1(1) 380.00
O-BISAM/1   380.00,SEY/1       380.00
O-BISAM/1   380.00,O-SARA 11/1 380.00
O-BISAM/1   380.00,O-DUERN/1(1)380.00
O-9STRA21/1 220.00,O-9KIRB21/1 220.00
O-ASCHA/1   220.00,O-HAUSR/1   220.00
O-ASCHA/1   220.00,O-PETER/1(1)220.00
PROTT/1     380.00,NEUSZ/1     380.00
PROTT/1     380.00,SEY/1       380.00
O-WESTT/1   380.00,O-9PRUT21/1 380.00
O-WESTT/1   380.00,XWE_BR12    380.00
O-WESTT/1   380.00,XWE_LE11    380.00
O-WESTT/1   380.00,XWE_LE12    380.00
O-9YVIL21-/1220.00,O-9SILZ21/1 220.00
O-KLEDE/1   220.00,O-BISAM/1(1)220.00
O-HAUSR/1   220.00,O-PETER/1(1)220.00
O-HAUSR/1   220.00,O-ERNST/1(2)220.00
O-ROSEG/1   220.00,O-OBERS/1(1)220.00
YBBS/1      380.00,O-ETZER/1   380.00
YBBS/1      380.00,O-DUERN/1(1)380.00
